organization_uid,organization_name,organization_email,Annual Revenue,Became Customer Date,Discount Detials,External ID,File Input,HubSpot Company ID,Industry,Last Contact,Netsuite Customer ID,Netsuite ID,Netsuite Internal ID,Preferred Mode of Contact,Website
fbd0601c-7bda-4638-b775-7eca6d437b12,Azure Farms,,,,,CUS0107,,,,,1772,,,,
66714894-e65f-4f49-8356-ef0e3f36a0b6,Carbon Robotics,,,,,,,,,,,,,,
a24a97b5-9375-452b-8098-8fd04c42bb43,Wyckoff Farms,jakew@wyckoff-farms.com,,,,CUS0094,,,,,1231,,,,
eca4ada1-81a1-4a0a-99f8-83b19e916e22,WP Rawl & Sons,accountspay@rawl.net,,,,CUS0093,,,,,1230,,,,
99ea9280-5931-44af-bc61-bd4c5a2ca284,Willoughby Farms Inc,David@willoughbyfarms.us,,,,CUS0092,,,,,1229,,,,
9644aee2-3526-4070-9ee0-5ba5afb6ac02,W.R. Johnson & Sons LLC,james@carzaliavalley.com,,,,CUS0091,,,,,1228,,,,
314bc484-2c55-4bd3-b1bc-839e2ec7a9eb,VegPro International Inc,anthony.fantin@vegpro.com,,,,CUS0090,,,,,1227,,,,
7ddfb261-5759-4fc0-8a65-2248b8fe47e7,Van Drunen Farms,dan.callahan@vandrunen.com,,,,CUS0089,,,,,1226,,,,
9861a4ae-6e8f-49eb-9900-9cc92bd6ffb5,Tuxedo Corn Company,madmanflyboy3@yahoo.com,,,,CUS0088,,,,,1225,,,,
8731520f-32ee-44ed-8718-edab093f8c57,Trout Lake Farm LLC,keith.eppers@Amway.com,,,,CUS0087,,,,,1224,,,,
748d1a33-d3e1-412d-bfb1-b5feb1545e07,Tripod Farmers Trust,Angela@tripodfarms.com.au,,,,CUS0086,,,,,1223,,,,
74a459d5-9795-48c8-857b-11ea1aa35a33,Triangle Farms,TFi-AP@trianglefarmsinc.com,,,,CUS0085,,,,,1222,,,,
1b7559e2-9b80-40c3-b06e-5263d870551c,Torrey Equipment Inc,maxwelltorrey1@gmail.com,,,,CUS0084,,,,,1221,,,,
301369a7-a6be-497a-a2ea-3621de435014,TKM Bengard,bbasore@tkmfarms.com,,,,CUS0083,,,,,1220,,,,
98528d47-29d8-4f2d-b526-e3d2a78872ea,Threemile Canyon Farms,APFarm@rdoffutt.com,,,,CUS0082,,,,,1219,,,,
3e8ab464-a90e-400a-be2c-2501300db412,The Pictsweet Company,jeremy.green@pictsweet.com,,,,CUS0081,,,,,1218,,,,
6f4df173-b9b6-4836-ab60-47c415bf59d4,Terranova Ranch Inc,dcameron@terranovaranchinc.com,,,,CUS0080,,,,,1217,,,,
3f8c224d-8700-4b61-bfbe-d0cd165597c3,Taylor Farming LLC,jpezzini@taylorfarms.com,,,,CUS0079,,,,,1216,,,,
319face0-0488-48d3-9494-2367d7a5da31,Sierra Cascade Nursery,tammy.lyons@sierracascadenursery.com,,,,CUS0078,,,,,1215,,,,
0bda7242-2512-47d1-8625-eb8c4f82cdb6,SCEA Pot au Pin,cl.letierce@planetevegetal.com,,,,CUS0077,,,,,1214,,,,
a26d0751-31c4-43a8-bffe-ea7d88cedd95,SCEA Grand Champ,julien.larrere@fermes-larrere.com,,,,CUS0076,,,,,1213,,,,
8cf46575-3c10-4747-9e97-cb2880fd867e,Sabor Farms LLC,rromero@saborfarms.com,,,,CUS0075,,,,,1212,,,,
10d2a1f8-316f-4a0b-8a0d-e35b2e1ffb4e,S&SO Product,mark@ssoproduce.com,,,,CUS0074,,,,,1211,,,,
e25ab752-339b-4643-b78e-8b7dc06c555d,S&C Ranching Inc,bruce@sko-con.com,,,,CUS0073,,,,,1210,,,,
be2f35af-f539-45d6-98fd-6093eaa24d01,Roth Farms,ryan@rothfarms.com,,,,CUS0072,,,,,1209,,,,
e5ac3e9c-552f-46a0-849d-5b06673429f7,Roboltics B.V,thijs@boltha.nl,,,,CUS0071,,,,,1208,,,,
cdbfa74b-9753-4519-9c34-ce04475ca9b4,Rio Farms LLC,,,,,CUS0070,,,,,1207,,,,
c477c39c-1610-431f-b5db-a3c963470eb2,Refco Farms,,,,,CUS0069,,,,,1206,,,,
6d45f925-33ad-4262-8c14-d2ebd698286d,Rainbow Ranch LLC,,,,,CUS0068,,,,,1205,,,,
992f7da8-6ab4-4774-b83d-12cb40db6330,R&G Produce LLC,rgproduce@optonline.net,,,,CUS0104,,,,,1450,,,,
5de5ed3a-c7b9-427a-8285-bdb04a7b17e9,Quinn Lift,paul.lavis@quinnlift.com,,,,CUS0067,,,,,1204,,,,
2992180a-f35d-4176-94a8-b5a7c0b224ed,Quail Farms,,,,,CUS0066,,,,,1203,,,,
307ddf72-2cb2-43b6-8154-fbc65bfe7533,Panziera & Thorp,neil@panzieraandthorp.com,,,,CUS0065,,,,,1202,,,,
81ab8cc0-e1ce-4f43-ad22-76471032d868,Owens AG,owensrk@gmail.com,,,,CUS0064,,,,,1201,,,,
c45b7281-071c-460c-a9ea-ac0f99007472,Organic Land Clearing,organiclandclearing@gmail.com,,,,CUS0063,,,,,1200,,,,
6c3f822d-fa71-4626-b7b7-0d69cf202ad2,Oceano Packing Co,steve@oceanopacking.net,,,,CUS0062,,,,,1199,,,,
a8b5eb91-b86b-42fb-b650-1fc21ef8255d,Obendorf Farms,phil@obendorfhop.com,,,,CUS0061,,,,,1198,,,,
d86ff32c-00bc-4439-886f-2e6f6dde6b0b,"Northland Capital Financial Services, LLC",sales@northlandcapital.com,,,,CUS0060,,,,,1197,,,,
e2b6943a-32a0-4fac-a256-ac5e5050e7af,Noonday Farms LLC,r.huizinga@heartyfresh.com,,,,CUS0059,,,,,1196,,,,
71fe36b4-3f6b-434f-9ec8-19c678a6c1bf,Munn Farms,ryan@rmunnfarms.com,,,,CUS0058,,,,,1195,,,,
4ff02567-8b34-455f-819a-d1955ad2e926,Morada Produce,skip@moradaproduce.com,,,,CUS0057,,,,,1194,,,,
bd3f6e83-798d-438b-9fbb-808ed0a5510f,"Mercer Ranches, Inc.",jerryf@mercerranches.com,,,,CUS0056,,,,,1193,,,,
092fb060-56b2-46e0-81d8-41f445228e76,Marolda Farms (Sweetvine),maroldafarmfresh@gmail.com,,,,CUS0055,,,,,1192,,,,
2d8a0148-321e-4ee0-9a61-195e8bd38d47,Maraichers Bec Sucre,info@cmeguinois.com,,,,CUS0054,,,,,1191,,,,
639df525-4e09-425c-ba25-9891e1fac4b2,Mandujano Brothers,mandujanobros@hotmail.com,,,,CUS0053,,,,,1190,,,,
413170b3-4ba2-4e22-a4b6-7faadf0f91e3,Lucky Farms,glsboffice@gmail.com,,,,CUS0052,,,,,1189,,,,
1f33eb5c-ffe6-4fd2-82fc-0400dfb9fb22,Launel AG,mklorzen@gmail.com,,,,CUS0050,,,,,1187,,,,
c6611ccc-0c83-4ab4-baad-3d4c2ee3dc14,Laser Weeder LLC,shay@owyheeproduce.com,,,,CUS0049,,,,,1186,,,,
32734192-cb75-4cb7-8a63-7ca066c23ee4,Lady Moon Farms,patrick@ladymoonfarms.com,,,,CUS0048,,,,,1185,,,,
c952adc0-2225-4dab-8859-51eaae528955,Kludt Brothers Inc.,matt@kludtfarms.com,,,,CUS0047,,,,,1184,,,,
4636a08a-fd02-4443-9e37-c731b91d14c0,Kerr Farms Limited,bob@kerrfarm.ca,,,,CUS0046,,,,,1183,,,,
4da06f7d-f2c1-417c-adcc-07d62b9aba5f,Kehoe Lake Farms LTD,adrian@klfarms.ca,,,,CUS0045,,,,,1182,,,,
daa71346-38e1-4650-8ac5-c7f705ce5b8d,JSH Farms (OR),carl@jshfarms.com,,,,CUS0044,,,,,1181,,,,
cace8e38-ee28-4e03-bb3a-9af5b854400a,John Tobias Farms,mark@tobiasfarms.com,,,,CUS0043,,,,,1180,,,,
d9872dfc-ef56-4899-b3c9-7a6b5d37f28a,J&M McCarty (OR),brandymccarty@wildblue.net,,,,CUS0042,,,,,1179,,,,
6378c040-ea74-48f8-ab3a-2c4644f67d02,Hungenberg Produce Inc,jordan@hungenbergproduce.com,,,,CUS0041,,,,,1178,,,,
2a035bcb-052b-488e-8678-e9560a28be0b,Groentenkwekerij A van den Einden,adrie@vdeinden.nl,,,,CUS0040,,,,,1177,,,,
ce92b60f-1df1-4215-bee7-59badae5d494,Grimmway Enterprises,jmorrison@grimmway.com,,,,CUS0039,,,,,1176,,,,
54b58160-4db7-45bb-99d7-d5b03f5e54a9,GreenLeaf Acres,greenleafacres@hotmail.com,,,,CUS0038,,,,,1175,,,,
d2f66676-87b0-4164-81df-d6cb2c775f40,Gouw Farms,bso@gqo.ca,,,,CUS0037,,,,,1174,,,,
6233e261-530f-47de-90ef-2a394d78be34,Goathead Ag,goatheadag@yahoo.com,,,,CUS0036,,,,,1173,,,,
ab2cd39d-e45d-491c-bc45-e819e6234725,GK Machine Inc,ap@gkmachine.com,,,,CUS0035,,,,,1172,,,,
027c67a3-d215-480d-9354-2a849fcbdccb,Gila Valley Farms,jeff@gilavalleyfarms.com,,,,CUS0034,,,,,1171,,,,
2e6e5062-1b1f-4c8b-b1b4-14cfbcd89c59,George Amaral Ranches,Mike@amaralranches.com,,,,CUS0033,,,,,1170,,,,
0b1139db-fd79-453e-a386-e60f49f849b6,Gemüsebau Großhans,d.grosshans@gemuesebau-grosshans.de,,,,CUS0032,,,,,1169,,,,
55f3b9c2-881b-4d91-ba3f-fe8e12f0e485,Gasa Odense Frugt - GRØNT. A.M.B.A Driftfonden,nen@limfjords.com,,,,CUS0031,,,,,1168,,,,
9da402c9-14a2-455b-a384-43d34bd31973,Gasa Nord Grønt A.m.b.A (GNG),lch@gng.dk,,,,CUS0030,,,,,1167,,,,
0f94da13-6b32-4970-a776-c3e3da79bf05,Gary and Karen Jackson Farms,gjackson@jacksonseminolefarms.com,,,,CUS0029,,,,,1166,,,,
d4cda366-b43c-4ae5-b58a-11a0b3cd86c1,Farm Credit Leasing Services Corporation,,,,,CUS0028,,,,,1165,,,,
8e7c0f94-3b1c-4c18-90ef-a84f466313b5,Fagerberg Produce Co,brian@fagerbergproduce.com,,,,CUS0027,,,,,1164,,,,
081acb69-fbe0-476b-a776-e4bb65e8fd7a,Duncan Family Farms LLC,ryan.borer@duncanfamilyfarms.net,,,,CUS0026,,,,,1163,,,,
fb2f63d1-957c-4782-9526-3032a9532b3f,Don Chapman Farms LTD,josephdchapman@gmail.com,,,,CUS0025,,,,,1162,,,,
7c4ad6ea-ec9c-4e32-a7f2-dd218974415f,Dolling Produce Pty Ltd,jarryd@dollingproduce.com.au,,,,CUS0024,,,,,1161,,,,
abf1125f-b0b6-45c3-98c1-95bf6404b476,"Dobler & Sons, LLC",bdobler@doblerandsons.com,,,,CUS0023,,,,,1160,,,,
ed14d80a-c4b4-440d-901f-03fd414a1d13,Dickman Farms Inc.,coreymdickman@gmail.com,,,,CUS0022,,,,,1159,,,,
3be6788f-10bf-4128-a73c-5225c2ed910c,Delfland Inc.,guillaume@delfland.ca,,,,CUS0021,,,,,1158,,,,
4e5ae1ae-c67c-467b-9dcd-75dfd68639bb,Dean Kincaid Inc,kincaidwi@gmail.com,,,,CUS0020,,,,,1157,,,,
2f14ec46-d151-4bf7-be3e-3dcb76365259,D'Arrigo Bros,sergio.casillas@darrigo.com,,,,CUS0019,,,,,1156,,,,
1c83ea5c-ae04-46dc-985d-f42c0a73221e,Costa Farms Inc.,david@costafarmsinc.com,,,,CUS0018,,,,,1155,,,,
ef7268ef-bf75-42fa-93b1-f1db5e1b192d,Cooperatieve Rabobank,,,,,CUS0017,,,,,1154,,,,
2dcc16b7-693d-4b30-9cfb-05b3c8ce4de7,Clear Creek Acres,cory.clearcreekacres@gmail.com,,,,CUS0016,,,,,1153,,,,
74a92340-f8e6-4303-8f1b-150336a00fbe,Christensen & Giannini LLC,dgiannini@christensenandgiannini.com,,,,CUS0015,,,,,1152,,,,
b8bed325-37ae-4783-a9a7-7da3bba86b8b,CBS Ag,alancleaver@cbsag.com,,,,CUS0014,,,,,1151,,,,
7b456ee9-e636-4eef-80dc-da52b8d9a516,Carta,,,,,CUS0013,,,,,1150,,,,
9a9cbe9b-4772-4bdc-bb2f-628526746ce1,Bybee Farms,neal@bybeefarms.com,,,,CUS0012,,,,,1149,,,,
6e8db796-754d-4e77-a9c6-3183e6cd022a,Braga Fresh Family Farms Inc,rod@bragafresh.com,,,,CUS0011,,,,,1148,,,,
55ef49b9-3ee4-4c02-8bf1-602830a4973c,Bolthouse,Lisandro.duenas@bolthouse.com,,,,CUS0010,,,,,1147,,,,
3a3205c8-8408-47b1-8207-969c7529bb48,Bio Brothers BV,johan@tielengroentenbv.nl,,,,CUS0009,,,,,1146,,,,
24fa8def-a018-4a95-82ff-0fbd6d86d954,Basin Farms,dans@strebin.com,,,,CUS0008,,,,,1145,,,,
0c94216f-2146-430f-b9b3-cdb523e7da07,Balle Brothers,eamon.balle@ballebros.co.nz,,,,CUS0007,,,,,1144,,,,
ac77372d-c93e-493e-b392-b826ea96ba71,Andersen Organics,brian@andersenorganics.com,,,,CUS0006,,,,,1143,,,,
45a1003b-5558-4c04-8d1f-d5f1cbec0539,Amigo Farms,bwilliams@amigofarms.com,,,,CUS0005,,,,,1142,,,,
da040a31-fae4-4a73-9cca-a3c2da79849d,AA Carrots LTD,ross@aacarrots.co.uk,,,,CUS0004,,,,,1141,,,,
75baf7d7-5fa4-4272-af31-348c919a0ad0,A&M International Trading Inc.,jc95@yahoo.com,,,,CUS0003,,,,,1140,,,,
7764c8de-0656-477e-83d9-2a6c88ac5fba,9256-9672 Québec Inc.,benoit@fermebenjo.ca,,,,CUS0002,,,,,1040,,,,
